Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"TUFM","Tu Translation Elongation Factor, Mitochondrial","Protein Coding","P49411","57","GC16M050902","0.795784831047058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUFM"
"FLII","FLII Actin Remodeling Protein","Protein Coding","Q13045","55","GC17M018244","0.795784831047058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLII"
"PDK2","Pyruvate Dehydrogenase Kinase 2","Protein Coding","Q15119","54","GC17P155120","0.795784831047058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK2"
"GLG1","Golgi Glycoprotein 1","Protein Coding","Q92896","51","GC16M075241","0.795784831047058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLG1"
"TIMM50","Translocase Of Inner Mitochondrial Membrane 50","Protein Coding","Q3ZCQ8","51","GC19P039480","0.795784831047058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM50"
"E2F7","E2F Transcription Factor 7","Protein Coding","Q96AV8","48","GC12M077021","0.795784831047058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F7"
"RAB5A","RAB5A, Member RAS Oncogene Family","Protein Coding","P20339","58","GC03P027238","0.79511946439743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5A"
"PPIA","Peptidylprolyl Isomerase A","Protein Coding","P62937","58","GC07P045440","0.792685270309448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIA"
"P2RY2","Purinergic Receptor P2Y2","Protein Coding","P41231","57","GC11P108205","0.792685270309448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY2"
"BCR","BCR Activator Of RhoGEF And GTPase","Protein Coding","P11274","65","GC22P023179","0.790753960609436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCR"
"TUBB4B","Tubulin Beta 4B Class IVb","Protein Coding","P68371","57","GC09P137241","0.78944456577301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB4B"
"GNAI1","G Protein Subunit Alpha I1","Protein Coding","P63096","60","GC07P095361","0.781254231929779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI1"
"NEK5","NIMA Related Kinase 5","Protein Coding","Q6P3R8","44","GC13M052033","0.781254231929779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK5"
"LINC00896","Long Intergenic Non-Protein Coding RNA 896","RNA Gene","","22","GC22P020206","0.781254231929779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00896"
"LINC01356","Long Intergenic Non-Protein Coding RNA 1356","RNA Gene","Q8N9X3","19","GC01M112872","0.781254231929779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01356"
"GJB1","Gap Junction Protein Beta 1","Protein Coding","P08034","60","GC0XP071212","0.775929689407349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB1"
"G6PC1","Glucose-6-Phosphatase Catalytic Subunit 1","Protein Coding","P35575","56","GC17P156244","0.775929689407349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC1"
"TNXB","Tenascin XB","Protein Coding","P22105","56","GC06M106500","0.775929689407349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNXB"
"PPP1R15A","Protein Phosphatase 1 Regulatory Subunit 15A","Protein Coding","O75807","53","GC19P048872","0.775929689407349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R15A"
"ERBB3","Erb-B2 Receptor Tyrosine Kinase 3","Protein Coding","P21860","67","GC12P075412","0.770923018455505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB3"
"RIPK1","Receptor Interacting Serine/Threonine Kinase 1","Protein Coding","Q13546","64","GC06P009353","0.770923018455505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK1"
"EGILA","EGFR Interacting LncRNA","RNA Gene","","22","GC14M028679","0.766087651252747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGILA"
"PENK","Proenkephalin","Protein Coding","P01210","51","GC08M056436","0.763789296150208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PENK"
"ACTA2","Actin Alpha 2, Smooth Muscle","Protein Coding","P62736","61","GC10M088935","0.763441383838654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2"
"CEP192","Centrosomal Protein 192","Protein Coding","Q8TEP8","46","GC18P025151","0.760356605052948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP192"
"PCCA","Propionyl-CoA Carboxylase Subunit Alpha","Protein Coding","P05165","60","GC13P100089","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCA"
"CHMP2B","Charged Multivesicular Body Protein 2B","Protein Coding","Q9UQN3","56","GC03P087227","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP2B"
"DHX29","DExH-Box Helicase 29","Protein Coding","Q7Z478","51","GC05M055256","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX29"
"EPB41L2","Erythrocyte Membrane Protein Band 4.1 Like 2","Protein Coding","O43491","51","GC06M130820","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L2"
"LYPLA1","Lysophospholipase 1","Protein Coding","O75608","50","GC08M054075","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPLA1"
"RBMS1","RNA Binding Motif Single Stranded Interacting Protein 1","Protein Coding","P29558","50","GC02M160272","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMS1"
"JPT1","Jupiter Microtubule Associated Homolog 1","Protein Coding","Q9UK76","44","GC17M098035","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPT1"
"PRRC2C","Proline Rich Coiled-Coil 2C","Protein Coding","Q9Y520","43","GC01P177348","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRC2C"
"GPCPD1","Glycerophosphocholine Phosphodiesterase 1","Protein Coding","Q9NPB8","42","GC20M010695","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPCPD1"
"LSM12","LSM12 Homolog","Protein Coding","Q3MHD2","41","GC17M044034","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM12"
"BTF3L4","Basic Transcription Factor 3 Like 4","Protein Coding","Q96K17","39","GC01P052056","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTF3L4"
"JPT2","Jupiter Microtubule Associated Homolog 2","Protein Coding","Q9H910","39","GC16P120151","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPT2"
"PCNP","PEST Proteolytic Signal Containing Nuclear Protein","Protein Coding","Q8WW12","38","GC03P101574","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNP"
"EIF3CL","Eukaryotic Translation Initiation Factor 3 Subunit C Like","Protein Coding","B5ME19","35","GC16M050779","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3CL"
"WASHC2A","WASH Complex Subunit 2A","Protein Coding","Q641Q2","34","GC10P052960","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC2A"
"BCYRN1","Brain Cytoplasmic RNA 1","RNA Gene","","28","GC02P047253","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCYRN1"
"MIR337","MicroRNA 337","RNA Gene","","28","GC14P121363","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR337"
"MIR202","MicroRNA 202","RNA Gene","","27","GC10M133247","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR202"
"SNHG17","Small Nucleolar RNA Host Gene 17","RNA Gene","","25","GC20M038993","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG17"
"MIR1260A","MicroRNA 1260a","RNA Gene","","20","GC14P077266","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1260A"
"CHRM3-AS1","CHRM3 Antisense RNA 1","RNA Gene","","18","GC01M239898","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM3-AS1"
"DNAAF4-CCPG1","DNAAF4-CCPG1 Readthrough (NMD Candidate)","RNA Gene","","18","GC15M163367","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF4-CCPG1"
"ITPR1-DT","ITPR1 Divergent Transcript","RNA Gene","","18","GC03M004490","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR1-DT"
"LINC00944","Long Intergenic Non-Protein Coding RNA 944","RNA Gene","","15","GC12M126602","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00944"
"LOC730101","Uncharacterized LOC730101","RNA Gene","","14","GC06P052664","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC730101"
"RPL23AP5","Ribosomal Protein L23a Pseudogene 5","Pseudogene","","11","GC16P000386","0.759948551654816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL23AP5"
"NAA15","N-Alpha-Acetyltransferase 15, NatA Auxiliary Subunit","Protein Coding","Q9BXJ9","52","GC04P139301","0.758313179016113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAA15"
"TP53COR1","Tumor Protein P53 Pathway Corepressor 1","RNA Gene","","15","GC06U903133","0.758313179016113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53COR1"
"CCL16","C-C Motif Chemokine Ligand 16","Protein Coding","O15467","46","GC17M035976","0.757517993450165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL16"
"EPHA2","EPH Receptor A2","Protein Coding","P29317","65","GC01M016124","0.750732183456421","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA2"
"ELN","Elastin","Protein Coding","P15502","56","GC07P074027","0.750732183456421","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN"
"GNB1","G Protein Subunit Beta 1","Protein Coding","P62873","58","GC01M001785","0.749617338180542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB1"
"FBN2","Fibrillin 2","Protein Coding","P35556","55","GC05M128257","0.749617338180542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN2"
"DNAJA3","DnaJ Heat Shock Protein Family (Hsp40) Member A3","Protein Coding","Q96EY1","50","GC16P004425","0.749617338180542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA3"
"HSPB2","Heat Shock Protein Family B (Small) Member 2","Protein Coding","Q16082","51","GC11P113461","0.746989250183105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB2"
"MIR1248","MicroRNA 1248","RNA Gene","","16","GC03P188263","0.746989250183105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1248"
"TBXA2R","Thromboxane A2 Receptor","Protein Coding","P21731","63","GC19M003594","0.73968768119812","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBXA2R"
"MYD88","MYD88 Innate Immune Signal Transduction Adaptor","Protein Coding","Q99836","62","GC03P038501","0.73968768119812","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYD88"
"FER","FER Tyrosine Kinase","Protein Coding","P16591","58","GC05P108747","0.73968768119812","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FER"
"ANKH","ANKH Inorganic Pyrophosphate Transport Regulator","Protein Coding","Q9HCJ1","51","GC05M014860","0.73968768119812","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKH"
"ABAT","4-Aminobutyrate Aminotransferase","Protein Coding","P80404","58","GC16P008674","0.73736709356308","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABAT"
"MT-ND5","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 5","Protein Coding","P03915","45","GCMTP012339","0.73736709356308","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND5"
"ACCS","1-Aminocyclopropane-1-Carboxylate Synthase Homolog (Inactive)","Protein Coding","Q96QU6","48","GC11P044233","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACCS"
"DNAH14","Dynein Axonemal Heavy Chain 14","Protein Coding","Q0VDD8","42","GC01P224896","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH14"
"MIR367","MicroRNA 367","RNA Gene","","26","GC04M112647","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR367"
"MIR2355","MicroRNA 2355","RNA Gene","","24","GC02M207109","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2355"
"PDIA3P1","Protein Disulfide Isomerase Family A Member 3 Pseudogene 1","Pseudogene","","20","GC01P147177","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA3P1"
"OTUD6B-AS1","OTUD6B Antisense RNA 1 (Head To Head)","RNA Gene","","18","GC08M091059","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD6B-AS1"
"TDRKH-AS1","TDRKH Antisense RNA 1","RNA Gene","","18","GC01P176558","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRKH-AS1"
"TRG-AS1","T Cell Receptor Gamma Locus Antisense RNA 1","RNA Gene","","17","GC07P038308","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRG-AS1"
"MIR151B","MicroRNA 151b","RNA Gene","","14","GC14M100109","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR151B"
"RBM38-AS1","RBM38 Antisense RNA 1","RNA Gene","","14","GC20M057765","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM38-AS1"
"LINC00906","Long Intergenic Non-Protein Coding RNA 906","RNA Gene","","13","GC19P152298","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00906"
"MIR571","MicroRNA 571","RNA Gene","","12","GC04P000350","0.736779987812042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR571"
"KRIT1","KRIT1 Ankyrin Repeat Containing","Protein Coding","O00522","54","GC07M092198","0.734484910964966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRIT1"
"SNORA5A","Small Nucleolar RNA, H/ACA Box 5A","RNA Gene","","23","GC07M045712","0.734484910964966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA5A"
"STAT6","Signal Transducer And Activator Of Transcription 6","Protein Coding","P42226","64","GC12M057095","0.726448774337769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6"
"YWHAE","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon","Protein Coding","P62258","62","GC17M095893","0.726448774337769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAE"
"PBRM1","Polybromo 1","Protein Coding","Q86U86","58","GC03M052545","0.726448774337769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBRM1"
"ATP6AP1","ATPase H+ Transporting Accessory Protein 1","Protein Coding","Q15904","57","GC0XP154428","0.726448774337769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP1"
"PPM1B","Protein Phosphatase, Mg2+/Mn2+ Dependent 1B","Protein Coding","O75688","54","GC02P044167","0.726448774337769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1B"
"CDR2","Cerebellar Degeneration Related Protein 2","Protein Coding","Q01850","51","GC16M050650","0.726448774337769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDR2"
"MIR370","MicroRNA 370","RNA Gene","","30","GC14P120347","0.726364850997925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR370"
"ABCC6","ATP Binding Cassette Subfamily C Member 6","Protein Coding","O95255","60","GC16M050398","0.723969101905823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC6"
"PSMB9","Proteasome 20S Subunit Beta 9","Protein Coding","P28065","59","GC06P181924","0.723969101905823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB9"
"RPL3L","Ribosomal Protein L3 Like","Protein Coding","Q92901","48","GC16M001943","0.723969101905823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL3L"
"LMOD2","Leiomodin 2","Protein Coding","Q6P5Q4","44","GC07P123655","0.723969101905823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD2"
"GGT1","Gamma-Glutamyltransferase 1","Protein Coding","P19440","62","GC22P024583","0.719856798648834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1"
"ARRB1","Arrestin Beta 1","Protein Coding","P49407","57","GC11M140080","0.719856798648834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRB1"
"DNAJB1","DnaJ Heat Shock Protein Family (Hsp40) Member B1","Protein Coding","P25685","57","GC19M108265","0.719856798648834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1"
"GPD1","Glycerol-3-Phosphate Dehydrogenase 1","Protein Coding","P21695","56","GC12P075094","0.719856798648834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPD1"
"MLXIPL","MLX Interacting Protein Like","Protein Coding","Q9NP71","55","GC07M073593","0.719856798648834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLXIPL"
"SLC37A4","Solute Carrier Family 37 Member 4","Protein Coding","O43826","54","GC11M140642","0.719856798648834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC37A4"
"UBE3C","Ubiquitin Protein Ligase E3C","Protein Coding","Q15386","52","GC07P157138","0.719856798648834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3C"
"UBR4","Ubiquitin Protein Ligase E3 Component N-Recognin 4","Protein Coding","Q5T4S7","52","GC01M019074","0.719856798648834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR4"
"IMPDH2","Inosine Monophosphate Dehydrogenase 2","Protein Coding","P12268","61","GC03M054743","0.717966914176941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH2"
"CYP7A1","Cytochrome P450 Family 7 Subfamily A Member 1","Protein Coding","P22680","54","GC08M058490","0.717966914176941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP7A1"
"USP9X","Ubiquitin Specific Peptidase 9 X-Linked","Protein Coding","Q93008","61","GC0XP041085","0.717901289463043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP9X"
"TRIM21","Tripartite Motif Containing 21","Protein Coding","P19474","55","GC11M004384","0.717901289463043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM21"
"TRMT9B","TRNA Methyltransferase 9B (Putative)","Protein Coding","Q9P272","40","GC08P012945","0.717901289463043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT9B"
"SELENON","Selenoprotein N","Protein Coding","Q9NZV5","51","GC01P025800","0.716549038887024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENON"
"LINC03111","Long Intergenic Non-Protein Coding RNA 3111","RNA Gene","","11","GC18P060091","0.712108433246613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03111"
"MIR1180","MicroRNA 1180","RNA Gene","","22","GC17M019344","0.711152970790863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1180"
"MIR4435-2","MicroRNA 4435-2","RNA Gene","","17","GC02M114089","0.711152970790863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4435-2"
"GABPB1-IT1","GABPB1 Intronic Transcript","RNA Gene","","16","GC15M050332","0.711152970790863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABPB1-IT1"
"MIR300","MicroRNA 300","RNA Gene","","16","GC14P121358","0.711152970790863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR300"
"MIR665","MicroRNA 665","RNA Gene","","16","GC14P121393","0.711152970790863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR665"
"LOC111674463","CFTR Promoter Region","Functional Element","","9","GC07P117476","0.711152970790863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111674463"
"TNNT2","Troponin T2, Cardiac Type","Protein Coding","P45379","61","GC01M201359","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT2"
"CHIT1","Chitinase 1","Protein Coding","Q13231","57","GC01M203213","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHIT1"
"LEFTY2","Left-Right Determination Factor 2","Protein Coding","O00292","56","GC01M227617","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEFTY2"
"KCNE2","Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 2","Protein Coding","Q9Y6J6","55","GC21P034316","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE2"
"UBA2","Ubiquitin Like Modifier Activating Enzyme 2","Protein Coding","Q9UBT2","55","GC19P034428","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA2"
"DAAM1","Dishevelled Associated Activator Of Morphogenesis 1","Protein Coding","Q9Y4D1","54","GC14P059188","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAAM1"
"QKI","QKI, KH Domain Containing RNA Binding","Protein Coding","Q96PU8","54","GC06P163414","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QKI"
"IL24","Interleukin 24","Protein Coding","Q13007","53","GC01P206897","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL24"
"LEFTY1","Left-Right Determination Factor 1","Protein Coding","O75610","52","GC01M227610","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEFTY1"
"KCTD7","Potassium Channel Tetramerization Domain Containing 7","Protein Coding","Q96MP8","50","GC07P066628","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD7"
"SNHG3","Small Nucleolar RNA Host Gene 3","RNA Gene","","30","GC01P076549","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG3"
"MIR345","MicroRNA 345","RNA Gene","","28","GC14P100307","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR345"
"HMMR-AS1","HMMR Antisense RNA 1","RNA Gene","","24","GC05M163482","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMMR-AS1"
"LINC00589","Long Intergenic Non-Protein Coding RNA 589","RNA Gene","","23","GC08M029654","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00589"
"LOC130001603","ATAC-STARR-Seq Lymphoblastoid Silent Region 19811","Functional Element","","10","GC09P021974","0.710357785224915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130001603"
"ACAA2","Acetyl-CoA Acyltransferase 2","Protein Coding","P42765","54","GC18M049782","0.709074378013611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAA2"
"MIEF1","Mitochondrial Elongation Factor 1","Protein Coding","Q9NQG6","47","GC22P092185","0.709074378013611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIEF1"
"TAF1","TATA-Box Binding Protein Associated Factor 1","Protein Coding","P21675","61","GC0XP071366","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1"
"NIPBL","NIPBL Cohesin Loading Factor","Protein Coding","Q6KC79","55","GC05P036876","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPBL"
"RNMT","RNA Guanine-7 Methyltransferase","Protein Coding","O43148","55","GC18P025177","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNMT"
"GTF2H1","General Transcription Factor IIH Subunit 1","Protein Coding","P32780","54","GC11P021408","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2H1"
"POLD2","DNA Polymerase Delta 2, Accessory Subunit","Protein Coding","P49005","53","GC07M044114","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD2"
"ASF1B","Anti-Silencing Function 1B Histone Chaperone","Protein Coding","Q9NVP2","52","GC19M014119","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASF1B"
"CHAF1B","Chromatin Assembly Factor 1 Subunit B","Protein Coding","Q13112","52","GC21P036385","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAF1B"
"CXXC1","CXXC Finger Protein 1","Protein Coding","Q9P0U4","52","GC18M050282","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXXC1"
"TAF6","TATA-Box Binding Protein Associated Factor 6","Protein Coding","P49848","52","GC07M106711","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF6"
"CWF19L1","CWF19 Like Cell Cycle Control Factor 1","Protein Coding","Q69YN2","51","GC10M100232","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CWF19L1"
"FOXJ1","Forkhead Box J1","Protein Coding","Q92949","51","GC17M076136","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXJ1"
"SRCAP","Snf2 Related CREBBP Activator Protein","Protein Coding","Q6ZRS2","51","GC16P121061","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCAP"
"CPSF4","Cleavage And Polyadenylation Specific Factor 4","Protein Coding","O95639","50","GC07P099438","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF4"
"WDR4","WDR4 TRNA N7-Guanosine Methyltransferase Non-Catalytic Subunit","Protein Coding","P57081","50","GC21M042843","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR4"
"LUC7L","LUC7 Like","Protein Coding","Q9NQ29","48","GC16M000188","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L"
"PDS5A","PDS5 Cohesin Associated Factor A","Protein Coding","Q29RF7","48","GC04M039824","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDS5A"
"XAB2","XPA Binding Protein 2","Protein Coding","Q9HCS7","48","GC19M007619","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XAB2"
"SUPT3H","SPT3 Homolog, SAGA And STAGA Complex Component","Protein Coding","O75486","46","GC06M106781","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT3H"
"TENT4B","Terminal Nucleotidyltransferase 4B","Protein Coding","Q8NDF8","46","GC16P127955","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT4B"
"DXO","Decapping Exoribonuclease","Protein Coding","O77932","44","GC06M031969","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DXO"
"DMBX1","Diencephalon/Mesencephalon Homeobox 1","Protein Coding","Q8NFW5","43","GC01P046489","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMBX1"
"WDR89","WD Repeat Domain 89","Protein Coding","Q96FK6","41","GC14M063597","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR89"
"ZNF235","Zinc Finger Protein 235","Protein Coding","Q14590","40","GC19M044228","0.701199471950531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF235"
"MCM2","Minichromosome Maintenance Complex Component 2","Protein Coding","P49736","60","GC03P127598","0.700821816921234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM2"
"PDHB","Pyruvate Dehydrogenase E1 Subunit Beta","Protein Coding","P11177","60","GC03M058499","0.700821816921234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHB"
"HNRNPC","Heterogeneous Nuclear Ribonucleoprotein C","Protein Coding","P07910","55","GC14M028709","0.700821816921234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPC"
"IRS4","Insulin Receptor Substrate 4","Protein Coding","O14654","54","GC0XM108720","0.700821816921234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS4"
