Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PSMD4","Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 4","Protein Coding","P55036","57","GC01P176535","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD4"
"RALBP1","RalA Binding Protein 1","Protein Coding","Q15311","57","GC18P009465","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALBP1"
"RARS1","Arginyl-TRNA Synthetase 1","Protein Coding","P54136","57","GC05P168487","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARS1"
"RPL15","Ribosomal Protein L15","Protein Coding","P61313","57","GC03P023916","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL15"
"RUVBL2","RuvB Like AAA ATPase 2","Protein Coding","Q9Y230","57","GC19P048993","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL2"
"SEC24C","SEC24 Homolog C, COPII Coat Complex Component","Protein Coding","P53992","57","GC10P073744","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24C"
"SELE","Selectin E","Protein Coding","P16581","57","GC01M169722","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE"
"SF3B1","Splicing Factor 3b Subunit 1","Protein Coding","O75533","57","GC02M197492","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B1"
"SLC16A2","Solute Carrier Family 16 Member 2","Protein Coding","P36021","57","GC0XP075145","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A2"
"SLC7A5","Solute Carrier Family 7 Member 5","Protein Coding","Q01650","57","GC16M087830","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A5"
"STAMBP","STAM Binding Protein","Protein Coding","O95630","57","GC02P073828","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAMBP"
"STIP1","Stress Induced Phosphoprotein 1","Protein Coding","P31948","57","GC11P107683","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STIP1"
"TG","Thyroglobulin","Protein Coding","P01266","57","GC08P132866","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TG"
"TRIM28","Tripartite Motif Containing 28","Protein Coding","Q13263","57","GC19P058544","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM28"
"TUBA1B","Tubulin Alpha 1b","Protein Coding","P68363","57","GC12M049127","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1B"
"TUBB4B","Tubulin Beta 4B Class IVb","Protein Coding","P68371","57","GC09P137241","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB4B"
"TUFM","Tu Translation Elongation Factor, Mitochondrial","Protein Coding","P49411","57","GC16M050902","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUFM"
"USP14","Ubiquitin Specific Peptidase 14","Protein Coding","P54578","57","GC18P000158","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP14"
"VIP","Vasoactive Intestinal Peptide","Protein Coding","P01282","57","GC06P152750","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIP"
"XRCC5","X-Ray Repair Cross Complementing 5","Protein Coding","P13010","57","GC02P216107","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC5"
"AARS1","Alanyl-TRNA Synthetase 1","Protein Coding","P49588","56","GC16M075123","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AARS1"
"AIP","AHR Interacting HSP90 Co-Chaperone","Protein Coding","O00170","56","GC11P067468","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIP"
"AKR1A1","Aldo-Keto Reductase Family 1 Member A1","Protein Coding","P14550","56","GC01P045550","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1A1"
"ALOX12","Arachidonate 12-Lipoxygenase, 12S Type","Protein Coding","P18054","56","GC17P153705","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12"
"ATP6V1B1","ATPase H+ Transporting V1 Subunit B1","Protein Coding","P15313","56","GC02P070935","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B1"
"CCT5","Chaperonin Containing TCP1 Subunit 5","Protein Coding","P48643","56","GC05P010249","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT5"
"CLPB","ClpB Family Mitochondrial Disaggregase","Protein Coding","Q9H078","56","GC11M139993","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPB"
"EIF3F","Eukaryotic Translation Initiation Factor 3 Subunit F","Protein Coding","O00303","56","GC11P007970","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3F"
"EIF4A3","Eukaryotic Translation Initiation Factor 4A3","Protein Coding","P38919","56","GC17M098176","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A3"
"ENDOG","Endonuclease G","Protein Coding","Q14249","56","GC09P128818","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENDOG"
"H2AX","H2A.X Variant Histone","Protein Coding","P16104","56","GC11M140653","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AX"
"HARS1","Histidyl-TRNA Synthetase 1","Protein Coding","P12081","56","GC05M140673","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HARS1"
"HGS","Hepatocyte Growth Factor-Regulated Tyrosine Kinase Substrate","Protein Coding","O14964","56","GC17P081683","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGS"
"IDH3A","Isocitrate Dehydrogenase (NAD(+)) 3 Catalytic Subunit Alpha","Protein Coding","P50213","56","GC15P078131","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH3A"
"LTA4H","Leukotriene A4 Hydrolase","Protein Coding","P09960","56","GC12M096000","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA4H"
"MPI","Mannose Phosphate Isomerase","Protein Coding","P34949","56","GC15P074890","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPI"
"PDCD6IP","Programmed Cell Death 6 Interacting Protein","Protein Coding","Q8WUM4","56","GC03P033798","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6IP"
"PGF","Placental Growth Factor","Protein Coding","P49763","56","GC14M074941","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGF"
"PHB2","Prohibitin 2","Protein Coding","Q99623","56","GC12M006965","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB2"
"PLAA","Phospholipase A2 Activating Protein","Protein Coding","Q9Y263","56","GC09M026903","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAA"
"PPAT","Phosphoribosyl Pyrophosphate Amidotransferase","Protein Coding","Q06203","56","GC04M056393","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPAT"
"PPP2CB","Protein Phosphatase 2 Catalytic Subunit Beta","Protein Coding","P62714","56","GC08M031049","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CB"
"PSMD7","Proteasome 26S Subunit, Non-ATPase 7","Protein Coding","P51665","56","GC16P074296","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD7"
"RAN","RAN, Member RAS Oncogene Family","Protein Coding","P62826","56","GC12P139078","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAN"
"RBX1","Ring-Box 1","Protein Coding","P62877","56","GC22P040951","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1"
"SLC22A3","Solute Carrier Family 22 Member 3","Protein Coding","O75751","56","GC06P160348","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A3"
"SLC25A5","Solute Carrier Family 25 Member 5","Protein Coding","P05141","56","GC0XP119468","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5"
"SLC3A2","Solute Carrier Family 3 Member 2","Protein Coding","P08195","56","GC11P062856","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A2"
"TCP1","T-Complex 1","Protein Coding","P17987","56","GC06M159778","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1"
"TUBB2B","Tubulin Beta 2B Class IIb","Protein Coding","Q9BVA1","56","GC06M004170","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB2B"
"UBC","Ubiquitin C","Protein Coding","P0CG48","56","GC12M124911","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBC"
"UCHL3","Ubiquitin C-Terminal Hydrolase L3","Protein Coding","P15374","56","GC13P075587","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL3"
"UQCRC1","Ubiquinol-Cytochrome C Reductase Core Protein 1","Protein Coding","P31930","56","GC03M048613","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRC1"
"USP10","Ubiquitin Specific Peptidase 10","Protein Coding","Q14694","56","GC16P122475","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP10"
"ALDH9A1","Aldehyde Dehydrogenase 9 Family Member A1","Protein Coding","P49189","55","GC01M167734","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH9A1"
"ANXA6","Annexin A6","Protein Coding","P08133","55","GC05M151100","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA6"
"AP1B1","Adaptor Related Protein Complex 1 Subunit Beta 1","Protein Coding","Q10567","55","GC22M029327","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1B1"
"ARCN1","Archain 1","Protein Coding","P48444","55","GC11P118572","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARCN1"
"ATG7","Autophagy Related 7","Protein Coding","O95352","55","GC03P027034","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG7"
"CALU","Calumenin","Protein Coding","O43852","55","GC07P128739","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALU"
"CAPNS1","Calpain Small Subunit 1","Protein Coding","P04632","55","GC19P152412","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPNS1"
"CDC37","Cell Division Cycle 37, HSP90 Cochaperone","Protein Coding","Q16543","55","GC19M010391","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37"
"CDK13","Cyclin Dependent Kinase 13","Protein Coding","Q14004","55","GC07P039950","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK13"
"CDK16","Cyclin Dependent Kinase 16","Protein Coding","Q00536","55","GC0XP047217","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK16"
"CNBP","CCHC-Type Zinc Finger Nucleic Acid Binding Protein","Protein Coding","P62633","55","GC03M129167","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNBP"
"COPB2","COPI Coat Complex Subunit Beta 2","Protein Coding","P35606","55","GC03M139355","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPB2"
"CTBP2","C-Terminal Binding Protein 2","Protein Coding","P56545","55","GC10M124984","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP2"
"CUL2","Cullin 2","Protein Coding","Q13617","55","GC10M037222","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL2"
"CUL4B","Cullin 4B","Protein Coding","Q13620","55","GC0XM120526","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL4B"
"CYP51A1","Cytochrome P450 Family 51 Subfamily A Member 1","Protein Coding","Q16850","55","GC07M092112","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP51A1"
"DARS1","Aspartyl-TRNA Synthetase 1","Protein Coding","P14868","55","GC02M135905","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS1"
"EIF3A","Eukaryotic Translation Initiation Factor 3 Subunit A","Protein Coding","Q14152","55","GC10M119034","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3A"
"ETHE1","ETHE1 Persulfide Dioxygenase","Protein Coding","O95571","55","GC19M043506","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETHE1"
"FBXO7","F-Box Protein 7","Protein Coding","Q9Y3I1","55","GC22P032474","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO7"
"FZR1","Fizzy And Cell Division Cycle 20 Related 1","Protein Coding","Q9UM11","55","GC19P003506","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZR1"
"GADD45A","Growth Arrest And DNA Damage Inducible Alpha","Protein Coding","P24522","55","GC01P067685","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GADD45A"
"GART","Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase","Protein Coding","P22102","55","GC21M033503","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GART"
"GCLM","Glutamate-Cysteine Ligase Modifier Subunit","Protein Coding","P48507","55","GC01M093885","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCLM"
"GMPS","Guanine Monophosphate Synthase","Protein Coding","P49915","55","GC03P155870","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPS"
"HIF1AN","Hypoxia Inducible Factor 1 Subunit Alpha Inhibitor","Protein Coding","Q9NWT6","55","GC10P100529","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1AN"
"HIP1","Huntingtin Interacting Protein 1","Protein Coding","O00291","55","GC07M075533","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIP1"
"HMGCS1","3-Hydroxy-3-Methylglutaryl-CoA Synthase 1","Protein Coding","Q01581","55","GC05M045193","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCS1"
"HNRNPC","Heterogeneous Nuclear Ribonucleoprotein C","Protein Coding","P07910","55","GC14M028709","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPC"
"HNRNPD","Heterogeneous Nuclear Ribonucleoprotein D","Protein Coding","Q14103","55","GC04M082352","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPD"
"HNRNPU","Heterogeneous Nuclear Ribonucleoprotein U","Protein Coding","Q00839","55","GC01M244853","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPU"
"IQGAP1","IQ Motif Containing GTPase Activating Protein 1","Protein Coding","P46940","55","GC15P090388","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP1"
"ITIH4","Inter-Alpha-Trypsin Inhibitor Heavy Chain 4","Protein Coding","Q14624","55","GC03M052812","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4"
"KPNA3","Karyopherin Subunit Alpha 3","Protein Coding","O00505","55","GC13M049699","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA3"
"LAP3","Leucine Aminopeptidase 3","Protein Coding","P28838","55","GC04P030099","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAP3"
"MAD2L1","Mitotic Arrest Deficient 2 Like 1","Protein Coding","Q13257","55","GC04M120055","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1"
"MCM6","Minichromosome Maintenance Complex Component 6","Protein Coding","Q14566","55","GC02M135839","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM6"
"MFN1","Mitofusin 1","Protein Coding","Q8IWA4","55","GC03P179347","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFN1"
"NDUFB10","NADH:Ubiquinone Oxidoreductase Subunit B10","Protein Coding","O96000","55","GC16P120164","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB10"
"NOP56","NOP56 Ribonucleoprotein","Protein Coding","O00567","55","GC20P010944","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56"
"NPEPPS","Aminopeptidase Puromycin Sensitive","Protein Coding","P55786","55","GC17P047522","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPEPPS"
"NPPB","Natriuretic Peptide B","Protein Coding","P16860","55","GC01M022466","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPB"
"PAICS","Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase","Protein Coding","P22234","55","GC04P056435","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS"
"PCBP1","Poly(RC) Binding Protein 1","Protein Coding","Q15365","55","GC02P070087","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP1"
"PMPCA","Peptidase, Mitochondrial Processing Subunit Alpha","Protein Coding","Q10713","55","GC09P136410","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMPCA"
"PMPCB","Peptidase, Mitochondrial Processing Subunit Beta","Protein Coding","O75439","55","GC07P103297","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMPCB"
"POLR1C","RNA Polymerase I And III Subunit C","Protein Coding","O15160","55","GC06P182073","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1C"
"PREP","Prolyl Endopeptidase","Protein Coding","P48147","55","GC06M108625","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PREP"
"PSMA1","Proteasome 20S Subunit Alpha 1","Protein Coding","P25786","55","GC11M015484","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA1"
"PSMA5","Proteasome 20S Subunit Alpha 5","Protein Coding","P28066","55","GC01M109399","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA5"
"PSMD2","Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 2","Protein Coding","Q13200","55","GC03P185761","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD2"
"RACK1","Receptor For Activated C Kinase 1","Protein Coding","P63244","55","GC05M183449","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RACK1"
"RANBP1","RAN Binding Protein 1","Protein Coding","P43487","55","GC22P020115","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP1"
"RBBP4","RB Binding Protein 4, Chromatin Remodeling Factor","Protein Coding","Q09028","55","GC01P032651","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP4"
"RPN1","Ribophorin I","Protein Coding","P04843","55","GC03M128619","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN1"
"RPS27A","Ribosomal Protein S27a","Protein Coding","P62979","55","GC02P055231","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27A"
"RPS3","Ribosomal Protein S3","Protein Coding","P23396","55","GC11P108306","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3"
"SEC31A","SEC31 Homolog A, COPII Coat Complex Component","Protein Coding","O94979","55","GC04M082818","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC31A"
"SLC25A11","Solute Carrier Family 25 Member 11","Protein Coding","Q02978","55","GC17M004937","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11"
"SLC33A1","Solute Carrier Family 33 Member 1","Protein Coding","O00400","55","GC03M155821","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC33A1"
"SOD3","Superoxide Dismutase 3","Protein Coding","P08294","55","GC04P030197","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3"
"TACC3","Transforming Acidic Coiled-Coil Containing Protein 3","Protein Coding","Q9Y6A5","55","GC04P029503","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC3"
"TLN1","Talin 1","Protein Coding","Q9Y490","55","GC09M035696","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLN1"
"TPP2","Tripeptidyl Peptidase 2","Protein Coding","P29144","55","GC13P102596","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPP2"
"TRPV3","Transient Receptor Potential Cation Channel Subfamily V Member 3","Protein Coding","Q8NET8","55","GC17M096001","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV3"
"TSFM","Ts Translation Elongation Factor, Mitochondrial","Protein Coding","P43897","55","GC12P057782","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSFM"
"TUBA1C","Tubulin Alpha 1c","Protein Coding","Q9BQE3","55","GC12P049188","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1C"
"TUBB6","Tubulin Beta 6 Class V","Protein Coding","Q9BUF5","55","GC18P012307","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB6"
"U2AF1","U2 Small Nuclear RNA Auxiliary Factor 1","Protein Coding","Q01081","55","GC21M043092","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1"
"UBA2","Ubiquitin Like Modifier Activating Enzyme 2","Protein Coding","Q9UBT2","55","GC19P034428","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA2"
"VARS1","Valyl-TRNA Synthetase 1","Protein Coding","P26640","55","GC06M106490","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VARS1"
"VPS35","VPS35 Retromer Complex Component","Protein Coding","Q96QK1","55","GC16M051451","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS35"
"WIF1","WNT Inhibitory Factor 1","Protein Coding","Q9Y5W5","55","GC12M065050","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WIF1"
"YARS1","Tyrosyl-TRNA Synthetase 1","Protein Coding","P54577","55","GC01M035650","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YARS1"
"ACOT7","Acyl-CoA Thioesterase 7","Protein Coding","O00154","54","GC01M022285","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT7"
"ACSL3","Acyl-CoA Synthetase Long Chain Family Member 3","Protein Coding","O95573","54","GC02P222860","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL3"
"AHCYL1","Adenosylhomocysteinase Like 1","Protein Coding","O43865","54","GC01P109984","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCYL1"
"AHSA1","Activator Of HSP90 ATPase Activity 1","Protein Coding","O95433","54","GC14P077457","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSA1"
"AP2B1","Adaptor Related Protein Complex 2 Subunit Beta 1","Protein Coding","P63010","54","GC17P035578","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2B1"
"ATG4B","Autophagy Related 4B Cysteine Peptidase","Protein Coding","Q9Y4P1","54","GC02P241637","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG4B"
"ATP5F1E","ATP Synthase F1 Subunit Epsilon","Protein Coding","P56381","54","GC20M059026","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1E"
"CARS1","Cysteinyl-TRNA Synthetase 1","Protein Coding","P49589","54","GC11M003000","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARS1"
"CBR3","Carbonyl Reductase 3","Protein Coding","O75828","54","GC21P037037","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBR3"
"CCT2","Chaperonin Containing TCP1 Subunit 2","Protein Coding","P78371","54","GC12P069585","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT2"
"CCT3","Chaperonin Containing TCP1 Subunit 3","Protein Coding","P49368","54","GC01M156308","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3"
"CDC27","Cell Division Cycle 27","Protein Coding","P30260","54","GC17M047117","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC27"
"CNDP2","Carnosine Dipeptidase 2","Protein Coding","Q96KP4","54","GC18P074495","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNDP2"
"CNTF","Ciliary Neurotrophic Factor","Protein Coding","P26441","54","GC11P058622","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTF"
"COX5B","Cytochrome C Oxidase Subunit 5B","Protein Coding","P10606","54","GC02P100083","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX5B"
"DCPS","Decapping Enzyme, Scavenger","Protein Coding","Q96C86","54","GC11P126476","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCPS"
"DNAJA1","DnaJ Heat Shock Protein Family (Hsp40) Member A1","Protein Coding","P31689","54","GC09P033025","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA1"
"DYNC1I2","Dynein Cytoplasmic 1 Intermediate Chain 2","Protein Coding","Q13409","54","GC02P171687","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1I2"
"EIF2B3","Eukaryotic Translation Initiation Factor 2B Subunit Gamma","Protein Coding","Q9NR50","54","GC01M044850","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B3"
"EIF5","Eukaryotic Translation Initiation Factor 5","Protein Coding","P55010","54","GC14P103333","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5"
"ELOC","Elongin C","Protein Coding","Q15369","54","GC08M073939","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOC"
"FAF1","Fas Associated Factor 1","Protein Coding","Q9UNN5","54","GC01M050439","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF1"
"FANCI","FA Complementation Group I","Protein Coding","Q9NVI1","54","GC15P089243","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCI"
"FLOT1","Flotillin 1","Protein Coding","O75955","54","GC06M106410","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLOT1"
"GPD1L","Glycerol-3-Phosphate Dehydrogenase 1 Like","Protein Coding","Q8N335","54","GC03P032167","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPD1L"
"H1-2","H1.2 Linker Histone, Cluster Member","Protein Coding","P16403","54","GC06M106083","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-2"
"H1-4","H1.4 Linker Histone, Cluster Member","Protein Coding","P10412","54","GC06P184717","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-4"
"IARS2","Isoleucyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q9NSE4","54","GC01P220094","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IARS2"
